epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,18598.6,1.20199,0.85732,1.30366,0.94036,0.89707,0.94864,0.6411,1.21346,0.57149,1.30436,0.006469,0.006469,0.006469
109,18802.2,1.20524,0.86098,1.31068,0.94047,0.89685,0.94861,0.64161,1.21163,0.5712,1.30315,0.006436,0.006436,0.006436
110,19006.3,1.19238,0.85546,1.30546,0.94282,0.89582,0.94901,0.64274,1.21057,0.56981,1.30214,0.006403,0.006403,0.006403
111,19209.4,1.202,0.84874,1.30382,0.94162,0.89548,0.95,0.64259,1.20947,0.56952,1.30136,0.00637,0.00637,0.00637
112,19412.5,1.18946,0.8501,1.29819,0.94277,0.89582,0.95057,0.64344,1.20868,0.56873,1.30048,0.006337,0.006337,0.006337
113,19615.3,1.199,0.85255,1.29979,0.94287,0.89565,0.95089,0.64382,1.2074,0.56893,1.29947,0.006304,0.006304,0.006304
114,19818.7,1.17831,0.82981,1.29207,0.9437,0.89582,0.9507,0.64423,1.20583,0.56783,1.29839,0.006271,0.006271,0.006271
115,20022.5,1.18275,0.82756,1.29717,0.94394,0.89582,0.95032,0.64456,1.20423,0.56654,1.29722,0.006238,0.006238,0.006238
116,20227.6,1.17528,0.83528,1.29545,0.94403,0.89445,0.95061,0.64544,1.20379,0.56564,1.29738,0.006205,0.006205,0.006205
117,20432.8,1.19354,0.84,1.30761,0.94244,0.89582,0.95073,0.64552,1.20262,0.56452,1.29702,0.006172,0.006172,0.006172
118,20646.4,1.18524,0.83234,1.29513,0.94359,0.89457,0.95125,0.6461,1.20137,0.56378,1.29622,0.006139,0.006139,0.006139
119,20855.2,1.18452,0.83057,1.2974,0.94218,0.89455,0.95057,0.64625,1.201,0.56321,1.29603,0.006106,0.006106,0.006106
120,21071,1.17437,0.82753,1.28616,0.94041,0.89586,0.95004,0.64699,1.2004,0.56265,1.29549,0.006073,0.006073,0.006073
121,21286.9,1.16453,0.83961,1.28529,0.93961,0.89298,0.94891,0.64683,1.19903,0.56147,1.29479,0.00604,0.00604,0.00604
122,21503,1.17673,0.82786,1.28401,0.93969,0.89416,0.949,0.64753,1.19798,0.56068,1.29413,0.006007,0.006007,0.006007
123,21721.3,1.15907,0.81811,1.27484,0.9408,0.89223,0.94837,0.64761,1.19735,0.56002,1.29376,0.005974,0.005974,0.005974
124,21937,1.15979,0.81502,1.27339,0.94208,0.89021,0.94858,0.64827,1.19718,0.55883,1.29368,0.005941,0.005941,0.005941
125,22154.6,1.16114,0.81009,1.27912,0.94306,0.8927,0.94952,0.64984,1.19678,0.55835,1.29331,0.005908,0.005908,0.005908
126,22367.5,1.15635,0.8147,1.27658,0.9443,0.89208,0.9503,0.65041,1.19596,0.55757,1.29289,0.005875,0.005875,0.005875
127,22583,1.15776,0.80416,1.27378,0.94337,0.89377,0.95057,0.65059,1.19561,0.55638,1.29244,0.005842,0.005842,0.005842
128,22798.3,1.16007,0.80675,1.26622,0.94299,0.89582,0.95137,0.65135,1.1943,0.55642,1.29117,0.005809,0.005809,0.005809
129,23010,1.15894,0.79772,1.26685,0.94162,0.89558,0.95095,0.6515,1.19338,0.55507,1.29032,0.005776,0.005776,0.005776
