epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,2986.47,1.55138,1.33401,1.50561,0.82236,0.73331,0.80234,0.41839,1.68029,1.08884,1.61037,0.0010694,0.0010694,0.0010694
49,3047.59,1.5089,1.32294,1.47311,0.81484,0.69707,0.78882,0.40818,1.67991,1.12921,1.61264,0.0010496,0.0010496,0.0010496
50,3108.26,1.5194,1.27263,1.47002,0.81155,0.7296,0.78751,0.41324,1.66133,1.097,1.58882,0.0010298,0.0010298,0.0010298
51,3169.42,1.50078,1.28296,1.47017,0.85413,0.696,0.78895,0.40853,1.69572,1.11073,1.61062,0.00101,0.00101,0.00101
52,3230.43,1.48101,1.25176,1.44191,0.82259,0.70477,0.78225,0.41629,1.66344,1.11872,1.58632,0.0009902,0.0009902,0.0009902
53,3290.88,1.49244,1.24613,1.45527,0.84854,0.7232,0.81251,0.42805,1.64437,1.07526,1.58454,0.0009704,0.0009704,0.0009704
54,3351.74,1.47801,1.21283,1.43749,0.83327,0.71166,0.79811,0.42001,1.65142,1.09019,1.57157,0.0009506,0.0009506,0.0009506
55,3412.39,1.48037,1.203,1.44431,0.84538,0.71735,0.80124,0.41722,1.67078,1.07896,1.60381,0.0009308,0.0009308,0.0009308
56,3473.83,1.46094,1.2186,1.42488,0.85102,0.74031,0.82225,0.44148,1.6326,1.06494,1.56733,0.000911,0.000911,0.000911
57,3534.48,1.45929,1.22396,1.42137,0.83273,0.74076,0.81089,0.42734,1.65641,1.05781,1.57573,0.0008912,0.0008912,0.0008912
58,3595.71,1.45854,1.1883,1.41909,0.85647,0.73518,0.81592,0.43761,1.63807,1.02845,1.57989,0.0008714,0.0008714,0.0008714
59,3656.45,1.44504,1.17859,1.41428,0.84602,0.72964,0.81842,0.42919,1.64022,1.02017,1.5802,0.0008516,0.0008516,0.0008516
60,3717.04,1.4441,1.15138,1.41495,0.83682,0.76309,0.82437,0.43353,1.64658,1.01331,1.58099,0.0008318,0.0008318,0.0008318
61,3777.66,1.42934,1.15994,1.41845,0.86938,0.728,0.81991,0.43431,1.66084,1.02662,1.58639,0.000812,0.000812,0.000812
62,3838.35,1.42585,1.15286,1.40283,0.83436,0.7424,0.81736,0.43872,1.64766,1.02266,1.59352,0.0007922,0.0007922,0.0007922
63,3900.26,1.41347,1.16038,1.41179,0.86751,0.7584,0.82818,0.43357,1.6474,1.00572,1.59731,0.0007724,0.0007724,0.0007724
64,3961.33,1.39966,1.12665,1.39652,0.87374,0.752,0.82715,0.43399,1.64224,1.01706,1.57859,0.0007526,0.0007526,0.0007526
65,4022.48,1.40116,1.11344,1.4091,0.88576,0.7296,0.8269,0.44177,1.63651,0.98319,1.58639,0.0007328,0.0007328,0.0007328
66,4083.81,1.38588,1.07644,1.37746,0.88274,0.73473,0.83228,0.44643,1.62975,0.967,1.56139,0.000713,0.000713,0.000713
67,4144.66,1.39098,1.10472,1.37388,0.87273,0.7664,0.83453,0.44723,1.63562,0.98118,1.57942,0.0006932,0.0006932,0.0006932
68,4205.51,1.36754,1.05379,1.37441,0.86937,0.74536,0.82957,0.45072,1.63252,0.96694,1.57402,0.0006734,0.0006734,0.0006734
69,4266.33,1.38053,1.08084,1.37293,0.86243,0.7648,0.83756,0.45627,1.61226,0.94877,1.54252,0.0006536,0.0006536,0.0006536
70,4327.38,1.3656,1.04778,1.35484,0.86557,0.77263,0.84223,0.45761,1.60789,0.95653,1.54388,0.0006338,0.0006338,0.0006338
71,4388.43,1.36868,1.06856,1.36258,0.89272,0.76,0.8435,0.4539,1.61275,0.9618,1.55011,0.000614,0.000614,0.000614
72,4449.66,1.35048,1.03268,1.34883,0.84588,0.7728,0.83432,0.44986,1.61865,0.9685,1.5505,0.0005942,0.0005942,0.0005942
73,4510.64,1.34212,1.03068,1.34592,0.85959,0.7536,0.83737,0.44784,1.61315,0.94943,1.55441,0.0005744,0.0005744,0.0005744
74,4571.54,1.33766,1.02473,1.34103,0.88379,0.7744,0.84063,0.45936,1.60459,0.9519,1.55355,0.0005546,0.0005546,0.0005546
75,4632.07,1.32909,1.03787,1.33139,0.89065,0.7648,0.84554,0.45358,1.62262,0.94002,1.55692,0.0005348,0.0005348,0.0005348
76,4692.43,1.31975,0.99085,1.31627,0.86199,0.75949,0.83167,0.45057,1.63133,0.9274,1.55756,0.000515,0.000515,0.000515
77,4752.91,1.31528,1.00205,1.31828,0.89532,0.75265,0.84115,0.45869,1.61926,0.94321,1.54855,0.0004952,0.0004952,0.0004952
78,4813.48,1.31242,0.97941,1.31488,0.86466,0.7712,0.83305,0.45858,1.62524,0.93472,1.56147,0.0004754,0.0004754,0.0004754
79,4874.73,1.28905,0.96931,1.2994,0.88294,0.77239,0.83944,0.46279,1.60835,0.9277,1.55291,0.0004556,0.0004556,0.0004556
80,4937.16,1.25916,0.93061,1.28032,0.86634,0.76746,0.84154,0.46361,1.61892,0.90331,1.5682,0.0004358,0.0004358,0.0004358
81,4998,1.28932,0.96784,1.30212,0.87467,0.76,0.83405,0.45518,1.61306,0.94643,1.56007,0.000416,0.000416,0.000416
82,5058.72,1.28653,0.96312,1.2989,0.85977,0.7792,0.84525,0.46354,1.61478,0.92346,1.55159,0.0003962,0.0003962,0.0003962
83,5119.83,1.25621,0.92439,1.28848,0.86836,0.7856,0.85182,0.46336,1.60998,0.90374,1.55423,0.0003764,0.0003764,0.0003764
84,5180.21,1.24054,0.91314,1.27555,0.89267,0.77181,0.85498,0.4679,1.61105,0.89683,1.56159,0.0003566,0.0003566,0.0003566
85,5241.19,1.23954,0.93439,1.27735,0.88744,0.76952,0.84812,0.46408,1.61219,0.9038,1.55341,0.0003368,0.0003368,0.0003368
86,5302.3,1.25652,0.92979,1.28116,0.87732,0.78952,0.85299,0.4688,1.59844,0.88703,1.54257,0.000317,0.000317,0.000317
87,5363.37,1.23967,0.91779,1.2642,0.88408,0.7696,0.85014,0.47112,1.59602,0.90066,1.54098,0.0002972,0.0002972,0.0002972
88,5423.83,1.22717,0.91442,1.26377,0.86561,0.7824,0.85221,0.46801,1.60385,0.8964,1.55052,0.0002774,0.0002774,0.0002774
89,5484.45,1.21896,0.88685,1.25241,0.87751,0.77942,0.85024,0.469,1.59136,0.89518,1.54058,0.0002576,0.0002576,0.0002576
90,5545.32,1.2277,0.89835,1.27368,0.89742,0.75585,0.85333,0.47271,1.5908,0.89258,1.53983,0.0002378,0.0002378,0.0002378
91,5638.24,1.15804,0.70882,1.22753,0.87569,0.7792,0.84864,0.46946,1.60024,0.8918,1.54211,0.000218,0.000218,0.000218
92,5698.26,1.14245,0.67659,1.20698,0.89188,0.784,0.85742,0.47806,1.59233,0.88491,1.53538,0.0001982,0.0001982,0.0001982
93,5758.03,1.12122,0.66273,1.21108,0.89472,0.7808,0.85695,0.4774,1.59411,0.87883,1.5401,0.0001784,0.0001784,0.0001784
94,5818.28,1.11214,0.649,1.18619,0.90222,0.776,0.85433,0.48013,1.60307,0.8789,1.54104,0.0001586,0.0001586,0.0001586
95,5878.76,1.09748,0.64613,1.18486,0.87966,0.78358,0.85794,0.48226,1.60202,0.8825,1.5436,0.0001388,0.0001388,0.0001388
96,5938.55,1.10132,0.6419,1.18949,0.89333,0.7776,0.85836,0.47882,1.59902,0.88302,1.54174,0.000119,0.000119,0.000119
97,5998.36,1.08961,0.62791,1.18219,0.89377,0.7776,0.85922,0.47992,1.59339,0.88181,1.53624,9.92e-05,9.92e-05,9.92e-05
98,6058.24,1.07608,0.62921,1.17831,0.89144,0.776,0.8597,0.48093,1.5953,0.88309,1.54038,7.94e-05,7.94e-05,7.94e-05
99,6118.38,1.08517,0.62694,1.17401,0.90016,0.7776,0.85996,0.48251,1.59366,0.87645,1.54002,5.96e-05,5.96e-05,5.96e-05
100,6178.71,1.06913,0.62581,1.16795,0.89393,0.78211,0.85719,0.47864,1.59482,0.87506,1.5426,3.98e-05,3.98e-05,3.98e-05
